Acesso,Organizacao,Sujeito,Acao,Objeto,Conflito
Forbidden,FAAO,Estagiario1,Acess,Process,1
Permitted,Unidade_Executiva,Usuario_Terceirizado,Record,ProcNURCADesp,1
Forbidden,Unidade_Executiva,Usuario_Terceirizado,Record,ProcNURCADesp,1
Forbidden,Unidade_Executiva,Usuario_Terceirizado,Create,ProcNURCADesp,1
Permitted,Unidade_Financeira,Secretarios,Create,ProcessDispatch,0
Permitted,Unidade_Financeira,Secretarios,Record,ProcessDispatch,0
Permitted,Unidade_Financeira,Secretarios,Close,BuildDispatch,0
Forbidden,UNIASSELVI,Vanessa_Souza,Generate,Process,0
Permitted,Unidade_Financeira,Professor,Solicitacao,Central_de_Copias,0
Permitted,Unidade_Financeira,Professor,Analise,Central_de_Copias_Analise,0
Permitted,UNIASSELVI,Professor,Requisitar,Material,0
Permitted,UNIASSELVI,Coordenador,Requisitar,Material,0
Permitted,Unidade_Financeira,Secretarios,Create,BuildDispatch,0
Permitted,Unidade_Financeira,Secretarios,Record,BuildDispatch,0
Permitted,Unidade_Executiva,Usuario_Terceirizado,Create,ProcNURCADesp,1
Forbidden,Unidade_Executiva,Usuario_Terceirizado,Record,ProcNURCADesp,1
Permitted,Unidade_Executiva,Usuario_Terceirizado,Record,ProcNURCADesp,1
Forbidden,Unidade_Executiva,Usuario_Terceirizado,Generate,Process,0
Obliged,Unidade_Executiva,Usuario_Terceirizado,Open,Process,0
Permitted,Unidade_Executiva,Secretarios,Close,ProcessDispatch,0
Permitted,Unidade_Executiva,Secretarios,Create,ProcessDispatch,0
Permitted,Unidade_Executiva,Secretarios,Record,ProcessDispatch,0
Permitted,Unidade_Executiva,Secretarios,Close,BuildDispatch,0
Permitted,Unidade_Executiva,Secretarios,Create,BuildDispatch,0
Permitted,Unidade_Executiva,Secretarios,Record,BuildDispatch,0
Forbidden,FAAO,Marcos_Ponte,Generate,Process,0
Obliged,FAAO,Marcos_Ponte,Open,Process,1
Permitted,Unidade_Executiva,Professor,Solicitacao,Central_de_Copias,0
Permitted,Unidade_Executiva,Professor,Analise,Central_de_Copias_Analise,0
Permitted,FAAO,Professor,Requisitar,Material,0
Permitted,FAAO,Coordenador,Requisitar,Material,0
Permitted,FAAO,Coordenador,Solicitacao,Central_de_Copias,0
Forbidden,FAAO,Vanessa_Lima,Acessar,Portal_do_Aluno,1
Permitted,FAAO,Professor,Solicitacao,Biblioteca,0
Forbidden,FAAO,Marcos_Ponte,Open,Process,1
Obliged,Unidade_Financeira,Usuario_Terceirizado,Open,Process,0
Permitted,Unidade_Financeira,Secretarios,Close,ProcessDispatch,0
Permitted,Estácio,Secretarios,Solicitar,Materiais,0
Forbidden,Estácio,Pro_Reitora_Academica,Solicitar,Materiais,0
Permitted,Estácio,Setor_Administrativo,Gerar,Planilhas_de_Calculo,0
Permitted,UNOPAR,Secretario_de_Curso_Academico,Abertura,Documentos,0
Forbidden,UNOPAR,Sandra_Maria_Soares_da_Rocha,Abertura,Documentos,0
Permitted,UNOPAR,Outro_Usuario,Solicitar,Produtos,0
